txn_id,txn_date,description,amount,dr_cr,balance,normalized_description,transaction_type,type_matched,type_score,type_rule,merchant_name,category
T000714,21/08/24,UPI/DR/47327686/BIGBAZAR/DLF251,582.25,DR,-944788.11,UPI DR 47327686 BIGBAZAR DLF251,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000738,19/08/24,POS PURCHASE DMART THANE,2530.94,DR,-879925.76,POS PURCHASE DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000740,21/08/24,POS SALE AT BIGBAZAR PHOENIX,2734.87,DR,-882414.38,POS SALE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000741,19/08/24,UPI/DR/82555030/BIGBAZAR/DLF129,3845.27,DR,-886259.65,UPI DR 82555030 BIGBAZAR DLF129,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000752,22/08/24,UPI/DR/87066247/BIGBAZAR/ORB433,4507.44,DR,-781250.04,UPI DR 87066247 BIGBAZAR ORB433,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000755,22/08/24,UPI/DR/95380301/LOCAL KIRANA SHOP,5337.92,DR,-798037.2,UPI DR 95380301 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000760,22/08/24,POS PURCHASE DMART THANE,2985.76,DR,-829538.36,POS PURCHASE DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000771,19/08/24,UPI/DR/50811697/BIGBAZAR/ORB692,1477.27,DR,-924184.21,UPI DR 50811697 BIGBAZAR ORB692,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000802,21/08/24,UPI/DR/92996496/LOCAL KIRANA SHOP,5655.18,DR,-1155403.03,UPI DR 92996496 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000821,24/08/24,POS PURCHASE DMART THANE,675,DR,-1158430.39,POS PURCHASE DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000826,20/08/24,POS SALE AT DMART THANE,13723.57,DR,-1196562.17,POS SALE AT DMART THANE,CARD,POS,1,regex,DMART THANE,Grocery
T000828,20/08/24,POS PURCHASE BIGBAZAR PHOENIX,1429.75,DR,-1198405.84,POS PURCHASE BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000867,22/08/24,UPI/DR/28186152/LOCAL KIRANA SHOP,565.17,DR,-1209437.67,UPI DR 28186152 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000877,23/08/24,UPI/DR/67016371/BIGBAZAR/MBK131893,3951.4,DR,-1237242.48,UPI DR 67016371 BIGBAZAR MBK131893,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000881,20/08/24,POS SALE AT BIGBAZAR PHOENIX,7672.66,DR,-1242299.95,POS SALE AT BIGBAZAR PHOENIX,CARD,POS,1,regex,BIGBAZAR PHOENIX,Grocery
T000889,23/08/24,UPI/DR/73844258/LOCAL KIRANA SHOP,250.37,DR,-1278971.12,UPI DR 73844258 LOCAL KIRANA SHOP,UPI,UPI,1,regex,LOCAL KIRANA SHOP,Grocery
T000963,24/08/24,UPI/DR/63541768/BIGBAZAR/DLF266,3199.75,DR,-1387737.76,UPI DR 63541768 BIGBAZAR DLF266,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000979,24/08/24,UPI/DR/82287324/BIGBAZAR/PHX888,3787.89,DR,-1452501.42,UPI DR 82287324 BIGBAZAR PHX888,UPI,UPI,1,regex,BIGBAZAR,Grocery
T000008,15/08/24,NEFT CR SALARY-HCL TECHN PVT LTD,115368.39,CR,152173.58,NEFT CR SALARY HCL TECHN PVT LTD,NEFT,NEFT,1,regex,HCL TECH,income
T000030,15/08/24,ACH CR DIVIDEND PAYOUT,511.36,CR,180096.55,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000040,15/08/24,IMPS/CR/84437458/CONSULTING FEE,9661.39,CR,140666.06,IMPS CR 84437458 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING,income
T000043,15/08/24,IMPS/CR/47135391/CLIENT PAYMENT,20010.04,CR,154334.32,IMPS CR 47135391 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT PAYMENT,income
T000052,17/08/24,ACH CR DIVIDEND PAYOUT,695.54,CR,119158.37,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000136,15/08/24,IMPS/CR/27637794/FREELANCE PAYMENT,37007.7,CR,-73000.15,IMPS CR 27637794 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000145,15/08/24,IMPS/CR/39161443/FREELANCE PAYMENT,65604.26,CR,-68018.95,IMPS CR 39161443 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000153,17/08/24,ACH CR INTEREST CREDIT,515.76,CR,-84023.75,ACH CR INTEREST CREDIT,ACH-CR,ACH CR,1,regex,INTEREST,income
T000154,18/08/24,ACH CR INTEREST CREDIT,169.88,CR,-83853.87,ACH CR INTEREST CREDIT,ACH-CR,ACH CR,1,regex,INTEREST,income
T000156,16/08/24,IMPS/CR/25356396/FREELANCE PAYMENT,24852.08,CR,-60567.89,IMPS CR 25356396 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000196,17/08/24,IMPS/CR/79244185/FREELANCE PAYMENT,20420.3,CR,-273816.12,IMPS CR 79244185 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000210,18/08/24,IMPS/CR/15624520/FREELANCE PAYMENT,74292.98,CR,-106010.58,IMPS CR 15624520 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000222,15/08/24,NEFT CR DIVIDEND-HCL TECHN PVT LTD,115123.18,CR,-37308.27,NEFT CR DIVIDEND HCL TECHN PVT LTD,NEFT,NEFT,1,regex,DIVIDEND HCL TECHN,income
T000265,19/08/24,ACH CR DIVIDEND PAYOUT,989.64,CR,-299400.29,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000275,19/08/24,NEFT CR SALARY-ACCENTURE INDIA,132021.28,CR,-217366.21,NEFT CR SALARY ACCENTURE INDIA,NEFT,NEFT,1,regex,SALARY ACCENTURE INDIA,income
T000311,18/08/24,NEFT CR SALARY-TECH MAHINDRA,62995.28,CR,-324632.68,NEFT CR SALARY TECH MAHINDRA,NEFT,NEFT,1,regex,SALARY TECH MAHINDRA,income
T000314,17/08/24,ACH CR DIVIDEND PAYOUT,932.43,CR,-325392.2,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000319,17/08/24,IMPS/CR/49645162/CONSULTING FEE,8307.8,CR,-361826.63,IMPS CR 49645162 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000339,17/08/24,ACH CR DIVIDEND PAYOUT,375.91,CR,-514913.57,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000341,17/08/24,ACH CR DIVIDEND PAYOUT,665.57,CR,-519167.86,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000351,19/08/24,NEFT CR DIVIDEND-ACCENTURE INDIA,113572.32,CR,-439142.93,NEFT CR DIVIDEND ACCENTURE INDIA,NEFT,NEFT,1,regex,DIVIDEND ACCENTURE INDIA,income
T000358,18/08/24,IMPS/CR/81441519/CONSULTING FEE,29244.58,CR,-442530.9,IMPS CR 81441519 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000381,16/08/24,IMPS/CR/11851322/CLIENT PAYMENT,6792.21,CR,-681392.94,IMPS CR 11851322 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT,income
T000441,19/08/24,IMPS/CR/62013009/FREELANCE PAYMENT,34011.11,CR,-924849.01,IMPS CR 62013009 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000469,17/08/24,ACH CR DIVIDEND PAYOUT,696.72,CR,-959867.7,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000476,17/08/24,NEFT CR SALARY-TECH MAHINDRA,76327.35,CR,-930963.81,NEFT CR SALARY TECH MAHINDRA,NEFT,NEFT,1,regex,SALARY TECH MAHINDRA,income
T000494,19/08/24,IMPS/CR/23594977/CONSULTING FEE,15402.21,CR,-1048822.58,IMPS CR 23594977 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000502,21/08/24,IMPS/CR/80439867/CONSULTING FEE,44291.46,CR,-1062212.1,IMPS CR 80439867 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000507,20/08/24,NEFT CR SALARY-WIPRO LIMITED,57464.22,CR,-1074789.59,NEFT CR SALARY WIPRO LIMITED,NEFT,NEFT,1,regex,SALARY WIPRO LIMITED,income
T000512,17/08/24,NEFT CR DIVIDEND-ACCENTURE INDIA,84258.49,CR,-1003543.23,NEFT CR DIVIDEND ACCENTURE INDIA,NEFT,NEFT,1,regex,DIVIDEND ACCENTURE INDIA,income
T000513,21/08/24,ACH CR DIVIDEND PAYOUT,151.61,CR,-1003391.62,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000515,21/08/24,ACH CR DIVIDEND PAYOUT,484.52,CR,-1003535.15,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000518,21/08/24,NEFT CR DIVIDEND-WIPRO LIMITED,88959.8,CR,-920156.18,NEFT CR DIVIDEND WIPRO LIMITED,NEFT,NEFT,1,regex,DIVIDEND WIPRO LIMITED,income
T000526,20/08/24,IMPS/CR/85414925/CONSULTING FEE,34120.37,CR,-946130.89,IMPS CR 85414925 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000538,19/08/24,ACH CR DIVIDEND PAYOUT,512.46,CR,-985797.88,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000548,21/08/24,IMPS/CR/84500200/CLIENT PAYMENT,6879.79,CR,-1016987.45,IMPS CR 84500200 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT,income
T000553,19/08/24,ACH CR DIVIDEND PAYOUT,361.93,CR,-1032937.82,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000559,21/08/24,IMPS/CR/82943217/FREELANCE PAYMENT,19661.14,CR,-1072600.89,IMPS CR 82943217 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000561,22/08/24,NEFT CR DIVIDEND-TCS PVT LTD,134038.09,CR,-942360.7,NEFT CR DIVIDEND TCS PVT LTD,NEFT,NEFT,1,regex,DIVIDEND TCS PVT,income
T000590,22/08/24,ACH CR DIVIDEND PAYOUT,60.17,CR,-1075136.59,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000596,21/08/24,ACH CR DIVIDEND PAYOUT,709.48,CR,-1090561.65,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000605,21/08/24,NEFT CR DIVIDEND-INFOSYS LTD,97759.9,CR,-1044024.76,NEFT CR DIVIDEND INFOSYS LTD,NEFT,NEFT,1,regex,DIVIDEND INFOSYS LTD,income
T000645,19/08/24,IMPS/CR/55422244/CLIENT PAYMENT,20998.3,CR,-1062106.59,IMPS CR 55422244 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT,income
T000654,21/08/24,NEFT CR SALARY-TCS PVT LTD,66218.3,CR,-1041228.27,NEFT CR SALARY TCS PVT LTD,NEFT,NEFT,1,regex,SALARY TCS PVT,income
T000685,22/08/24,NEFT CR SALARY-INFOSYS LTD,137757.24,CR,-949340.49,NEFT CR SALARY INFOSYS LTD,NEFT,NEFT,1,regex,SALARY INFOSYS LTD,income
T000691,21/08/24,IMPS/CR/79889565/FREELANCE PAYMENT,19928.7,CR,-964386.24,IMPS CR 79889565 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000709,22/08/24,NEFT CR DIVIDEND-TCS PVT LTD,84761.26,CR,-974224.89,NEFT CR DIVIDEND TCS PVT LTD,NEFT,NEFT,1,regex,DIVIDEND TCS PVT,income
T000710,20/08/24,IMPS/CR/54988861/CLIENT PAYMENT,44096.83,CR,-930128.06,IMPS CR 54988861 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT,income
T000729,19/08/24,NEFT CR SALARY-ACCENTURE INDIA,64674.79,CR,-946404.22,NEFT CR SALARY ACCENTURE INDIA,NEFT,NEFT,1,regex,SALARY ACCENTURE INDIA,income
T000732,22/08/24,IMPS/CR/22429114/CONSULTING FEE,6122.06,CR,-944556.96,IMPS CR 22429114 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000736,19/08/24,NEFT CR DIVIDEND-TECH MAHINDRA,123283.25,CR,-862380.93,NEFT CR DIVIDEND TECH MAHINDRA,NEFT,NEFT,1,regex,DIVIDEND TECH MAHINDRA,income
T000804,24/08/24,ACH CR DIVIDEND PAYOUT,615.23,CR,-1151727.78,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000815,23/08/24,IMPS/CR/48260712/FREELANCE PAYMENT,50093.26,CR,-1134934.73,IMPS CR 48260712 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000830,24/08/24,NEFT CR DIVIDEND-WIPRO LIMITED,135081.82,CR,-1080718.78,NEFT CR DIVIDEND WIPRO LIMITED,NEFT,NEFT,1,regex,DIVIDEND WIPRO LIMITED,income
T000831,22/08/24,ACH CR DIVIDEND PAYOUT,225.7,CR,-1080493.08,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000843,22/08/24,ACH CR DIVIDEND PAYOUT,441.11,CR,-1114185.37,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000854,22/08/24,NEFT CR DIVIDEND-ACCENTURE INDIA,68325.1,CR,-1155366.55,NEFT CR DIVIDEND ACCENTURE INDIA,NEFT,NEFT,1,regex,DIVIDEND ACCENTURE INDIA,income
T000862,23/08/24,ACH CR DIVIDEND PAYOUT,581.32,CR,-1180459.14,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000874,22/08/24,ACH CR DIVIDEND PAYOUT,345.99,CR,-1228184.81,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000895,22/08/24,IMPS/CR/19157497/CONSULTING FEE,6203.7,CR,-1287322.36,IMPS CR 19157497 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000909,23/08/24,IMPS/CR/37636546/FREELANCE PAYMENT,59718.75,CR,-1221891.1,IMPS CR 37636546 FREELANCE PAYMENT,IMPS,IMPS,1,regex,FREELANCE,income
T000932,23/08/24,ACH CR DIVIDEND PAYOUT,930.17,CR,-1341197.62,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000940,25/08/24,NEFT CR SALARY-INFOSYS LTD,62862.9,CR,-1307368.25,NEFT CR SALARY INFOSYS LTD,NEFT,NEFT,1,regex,SALARY INFOSYS LTD,income
T000955,25/08/24,ACH CR DIVIDEND PAYOUT,388.69,CR,-1355322.9,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000971,24/08/24,ACH CR DIVIDEND PAYOUT,442.37,CR,-1412596.62,ACH CR DIVIDEND PAYOUT,ACH-CR,ACH CR,1,regex,DIVIDEND PAYOUT,income
T000990,21/08/24,IMPS/CR/76266658/CLIENT PAYMENT,14424.48,CR,-1377737.16,IMPS CR 76266658 CLIENT PAYMENT,IMPS,IMPS,1,regex,CLIENT,income
T000991,25/08/24,NEFT CR DIVIDEND-TCS PVT LTD,63345.05,CR,-1314392.11,NEFT CR DIVIDEND TCS PVT LTD,NEFT,NEFT,1,regex,DIVIDEND TCS PVT,income
T000995,21/08/24,IMPS/CR/91826622/CONSULTING FEE,6888.62,CR,-1335518.33,IMPS CR 91826622 CONSULTING FEE,IMPS,IMPS,1,regex,CONSULTING FEE,income
T000111,15/08/24,ACH DR MUTUAL FUND SIP,4481.35,DR,11379.51,ACH DR MUTUAL FUND SIP,ACH-DR,ACH DR,1,regex,MUTUAL FUND SIP,investment
T000068,15/08/24,NEFT DR LOAN REPAYMENT,20996.81,DR,186684.05,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000120,15/08/24,NEFT DR LOAN REPAYMENT,31740.04,DR,-42583.14,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000138,15/08/24,NEFT DR LOAN REPAYMENT,34072.33,DR,-108372.19,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000170,15/08/24,NEFT DR LOAN REPAYMENT,23314.56,DR,-157024.48,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000261,18/08/24,NEFT DR LOAN REPAYMENT,26322.32,DR,-279893.75,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000317,17/08/24,NEFT DR LOAN REPAYMENT,10740.64,DR,-359874.95,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000479,17/08/24,NEFT DR LOAN REPAYMENT,29630.27,DR,-964559.42,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000519,20/08/24,NEFT DR LOAN REPAYMENT,34262.29,DR,-954418.47,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000622,18/08/24,NEFT DR LOAN REPAYMENT,25452.55,DR,-1156963.81,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000701,23/08/24,NEFT DR LOAN REPAYMENT,25287.62,DR,-1023279.09,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000737,21/08/24,NEFT DR LOAN REPAYMENT,15013.89,DR,-877394.82,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000767,23/08/24,NEFT DR LOAN REPAYMENT,22923.74,DR,-898854,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000770,19/08/24,NEFT DR LOAN REPAYMENT,17230.21,DR,-922706.94,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000788,22/08/24,NEFT DR LOAN REPAYMENT,34898.96,DR,-1027644.78,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000829,20/08/24,NEFT DR LOAN REPAYMENT,17394.76,DR,-1215800.6,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000948,24/08/24,NEFT DR LOAN REPAYMENT,22613.55,DR,-1336431.1,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000983,25/08/24,NEFT DR LOAN REPAYMENT,19992.01,DR,-1342881.58,NEFT DR LOAN REPAYMENT,NEFT,NEFT,1,regex,LOAN REPAYMENT,Loan
T000074,17/08/24,UPI/DR/72732043/PHARMEASY/1441,4543.95,DR,142286.59,UPI DR 72732043 PHARMEASY 1441,UPI,UPI,1,regex,PHARMEASY,medicine
T000088,17/08/24,UPI/DR/44675473/PHARMEASY*CABS5526,2823.38,DR,90084.48,UPI DR 44675473 PHARMEASY CABS5526,UPI,UPI,1,regex,PHARMEASY,medicine
T000004,15/08/24,ONLINE PURCHASE FLIPKART,1092.26,DR,91264.41,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,FLIPKART,Online Marketplace
T000005,15/08/24,UPI/CR/22981052/REFUND/MYNTRA,1329.96,CR,92594.37,UPI CR 22981052 REFUND MYNTRA,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000015,17/08/24,UPI/DR/84252722/MYNTRA/2876,3440.38,DR,102933.82,UPI DR 84252722 MYNTRA 2876,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000029,17/08/24,UPI/DR/43528453/FLIPKART*CABS2604,347.88,DR,179585.19,UPI DR 43528453 FLIPKART CABS2604,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000035,16/08/24,UPI/DR/86460539/PHARMEASY/1651,3134.97,DR,139978.35,UPI DR 86460539 PHARMEASY 1651,UPI,UPI,1,regex,PHARMEASY,medicine
T000047,15/08/24,UPI/DR/85146293/MYNTRA/3532,4636.24,DR,144858.45,UPI DR 85146293 MYNTRA 3532,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000070,16/08/24,UPI/DR/65682626/PHARMEASY*RIDE7812,405.1,DR,185045.77,UPI DR 65682626 PHARMEASY RIDE7812,UPI,UPI,1,regex,PHARMEASY,medicine
T000085,17/08/24,ONLINE PURCHASE BOOKMYSHOW,4132.16,DR,99284.8,ONLINE PURCHASE BOOKMYSHOW,UPI,ONLINE,1,regex,ONLINE BOOKMYSHOW,Online Marketplace
T000089,16/08/24,UPI/DR/64549859/FLIPKART/4937,3483.99,DR,86600.49,UPI DR 64549859 FLIPKART 4937,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000104,15/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,3245.22,DR,82563.8,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000105,16/08/24,UPI/DR/32269779/MYNTRA/5728,2251.85,DR,80311.95,UPI DR 32269779 MYNTRA 5728,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000109,16/08/24,UPI/DR/88561612/FLIPKART/9056,4848.37,DR,22153.21,UPI DR 88561612 FLIPKART 9056,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000121,17/08/24,POS PURCHASE FLIPKART INTERNET,10637.37,DR,-53220.51,POS PURCHASE FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000128,15/08/24,UPI/DR/81291936/MYNTRA/3950,932.92,DR,-69178.68,UPI DR 81291936 MYNTRA 3950,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000137,17/08/24,ONLINE PURCHASE FLIPKART,1299.71,DR,-74299.86,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000151,17/08/24,UPI/DR/18530615/FLIPKART*RIDE9408,3008.96,DR,-82961.52,UPI DR 18530615 FLIPKART RIDE9408,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000152,15/08/24,UPI/DR/92558242/FLIPKART/9543,1577.99,DR,-84539.51,UPI DR 92558242 FLIPKART 9543,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000161,17/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,2879.02,DR,-80882.78,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000181,16/08/24,POS PURCHASE MYNTRA FASHION,9847.19,DR,-197825.31,POS PURCHASE MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000190,16/08/24,UPI/DR/23574883/FLIPKART/9626,284.96,DR,-256170.65,UPI DR 23574883 FLIPKART 9626,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000194,15/08/24,POS SALE AT AMAZON PAY,6396.18,DR,-289863.32,POS SALE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000195,18/08/24,ONLINE CHG: SMS CHARGES,4373.1,DR,-294236.42,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000200,15/08/24,ONLINE CHG: ATM NON-HDFC WITHDRAWAL FEE,114.64,DR,-130670.62,ONLINE CHG: ATM NON HDFC WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000202,17/08/24,UPI/DR/42002808/FLIPKART/8489,407.76,DR,-142765.73,UPI DR 42002808 FLIPKART 8489,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000207,16/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,684.38,DR,-165306.22,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000209,15/08/24,UPI/DR/28099607/FLIPKART/8498,281.22,DR,-180303.56,UPI DR 28099607 FLIPKART 8498,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000238,16/08/24,UPI/DR/31434525/MYNTRA/6123,1030.19,DR,-173557.57,UPI DR 31434525 MYNTRA 6123,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000244,17/08/24,ONLINE CHG: ATM NON-HDFC WITHDRAWAL FEE,1981.64,DR,-185138,ONLINE CHG: ATM NON HDFC WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000248,15/08/24,POS PURCHASE MYNTRA FASHION,4636.9,DR,-207183.69,POS PURCHASE MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000264,19/08/24,ONLINE CHG: ATM NON-HDFC WITHDRAWAL FEE,1505.99,DR,-300389.93,ONLINE CHG: ATM NON HDFC WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000279,15/08/24,ONLINE CHG: SMS CHARGES,1735.75,DR,-231858.56,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000288,16/08/24,ONLINE PURCHASE FLIPKART,1522.79,DR,-284975.94,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000294,16/08/24,UPI/DR/54327148/FLIPKART*RIDE2514,2724.61,DR,-316956.24,UPI DR 54327148 FLIPKART RIDE2514,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000299,18/08/24,POS SALE AT FLIPKART INTERNET,7096.86,DR,-351774.62,POS SALE AT FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000300,16/08/24,ONLINE PURCHASE BOOKMYSHOW,247.66,DR,-352022.28,ONLINE PURCHASE BOOKMYSHOW,UPI,ONLINE,1,regex,ONLINE BOOKMYSHOW,Online Marketplace
T000302,18/08/24,POS PURCHASE FLIPKART INTERNET,14504.32,DR,-367753.69,POS PURCHASE FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000307,16/08/24,UPI/DR/48478684/FLIPKART/8054,4050.22,DR,-379759.69,UPI DR 48478684 FLIPKART 8054,UPI,UPI,1,regex,FLIPKART,Online Marketplace
